EmployeeID	Age	Department	JobLevel	YearsAtCompany	MonthlyIncome	JobSatisfaction	WorkLifeBalance	OverTime	DistanceFromHome	PromotionLast5Years	PerformanceRating	TrainingHoursLastYear	Attrition
EMP1098	47	Engineering	1	1	5784	5	3	No	23.4	No	2	24	No
EMP1099	41	Finance	3	6	10848	3	2	No	2.7	No	3	10	No
EMP1100	47	Finance	2	5	7714	5	2	No	12.3	No	3	8	No
EMP1101	22	IT	1	0	5740	4	4	Yes	20.1	No	3	17	No
EMP1102	58	Operations	3	32	13209	3	2	No	3.2	No	3	16	Yes
EMP1103	36	Engineering	3	11	12230	2	3	No	2	No	4	6	No
EMP1104	49	Marketing	3	12	11360	4	3	No	14.2	No	2	14	No
EMP1105	27	Engineering	2	3	9185	5	2	Yes	7	No	3	13	No
EMP1106	44	HR	5	18	13818	4	3	Yes	6.4	No	2	11	No
EMP1107	27	Marketing	1	0	3436	4	3	No	8.7	Yes	3	18	Yes
EMP1108	31	Engineering	3	9	12238	5	2	Yes	22.2	No	3	12	No
EMP1109	57	HR	5	16	13094	4	3	Yes	7.4	No	2	23	No
EMP1110	36	Sales	1	1	5049	5	4	No	9	No	3	17	No
EMP1111	40	Marketing	3	7	10650	4	3	No	8.4	No	2	6	No
EMP1112	46	Operations	3	6	8808	4	3	No	1.5	No	3	22	No
EMP1113	42	Engineering	3	8	12118	3	4	Yes	5.4	No	3	18	No
EMP1114	39	IT	3	9	11310	4	4	No	7.4	No	3	13	No
EMP1115	41	Sales	3	11	8798	3	2	No	16.7	No	2	23	No
EMP1116	60	Marketing	2	14	9769	2	2	No	21.9	Yes	2	16	No
EMP1117	37	Marketing	2	14	8796	4	4	Yes	10.1	No	2	15	No
EMP1118	40	Sales	3	14	10024	4	3	No	12.2	Yes	3	11	No
EMP1119	48	Sales	1	3	5402	2	2	No	12.2	No	1	18	No
EMP1120	49	IT	1	3	6240	2	2	No	11.3	No	4	13	No
EMP1121	49	Marketing	4	22	13721	2	2	No	6.7	Yes	2	9	No
EMP1122	44	Engineering	1	0	5146	4	4	Yes	15.8	No	2	20	No
EMP1123	26	Engineering	1	1	5970	2	2	No	11.1	No	2	18	Yes
EMP1124	54	Operations	3	16	10007	2	3	No	4	No	2	13	No
EMP1125	26	Engineering	2	3	9248	3	4	Yes	16.1	No	4	12	No
EMP1126	41	Operations	4	18	11877	3	3	No	16.6	No	4	18	No
EMP1127	30	Engineering	1	0	6010	4	1	No	7.5	No	2	21	No
EMP1128	37	Marketing	2	11	7990	1	3	No	3.8	No	3	16	No
EMP1129	41	Sales	2	13	8770	4	1	No	8.1	No	2	13	Yes
EMP1130	41	Operations	1	3	6156	3	4	No	22.3	No	2	21	No
EMP1131	42	Finance	2	4	8950	2	3	No	5.7	No	2	13	No
EMP1132	54	Marketing	4	32	16405	4	4	No	7.4	No	4	17	No
EMP1133	42	Sales	1	0	4672	3	3	Yes	7.4	No	3	26	No
EMP1134	35	HR	2	4	5677	4	3	No	17.4	No	3	18	No
EMP1135	47	Sales	2	5	6619	5	4	No	1	Yes	2	17	No
EMP1136	49	Engineering	2	4	9329	4	3	No	16.8	No	3	14	No
EMP1137	25	Operations	1	1	4795	4	1	No	3.4	No	4	11	No
EMP1138	43	Operations	4	20	11770	3	4	No	4.4	No	3	10	Yes
EMP1139	45	Sales	1	4	5327	3	3	No	18.9	No	4	16	No
EMP1140	35	IT	3	9	11846	2	2	No	8.2	No	1	21	No
EMP1141	51	IT	3	8	11887	4	3	Yes	9.6	No	3	20	No
EMP1142	36	HR	1	2	4478	4	3	Yes	8.4	No	2	19	No
EMP1143	39	Marketing	3	14	11304	3	3	No	17.7	No	2	20	No
EMP1144	36	IT	2	12	8947	3	3	No	6.8	No	2	10	Yes
EMP1145	38	Marketing	3	11	11561	4	2	Yes	7.3	No	3	18	No
EMP1146	27	Marketing	1	4	6307	3	4	No	8.1	No	3	10	No
EMP1147	23	Finance	1	1	5642	4	2	No	10.9	No	2	12	Yes
EMP1148	53	Sales	3	26	11409	4	3	No	15.1	No	3	24	No
EMP1149	29	Operations	2	3	6611	3	2	No	3.3	No	2	15	No
EMP1150	28	Marketing	2	2	6569	3	4	No	14.3	No	2	21	No
EMP1151	22	Marketing	1	0	5838	3	2	No	8.6	No	2	12	No
EMP1152	31	Sales	1	1	4569	3	3	Yes	7.3	No	4	16	No
EMP1153	24	Engineering	1	0	5701	4	1	Yes	6.6	No	3	14	No
EMP1154	54	Engineering	3	9	12441	4	3	No	17.1	No	2	14	No
EMP1155	48	Engineering	3	12	12365	3	1	No	4.6	No	2	18	No
EMP1156	31	Operations	1	1	4209	1	3	No	6.3	No	3	15	No
EMP1157	60	Engineering	4	25	16553	3	3	Yes	3.4	No	1	11	No
EMP1158	47	Sales	4	14	12312	4	2	No	9.8	No	2	14	No
EMP1159	34	Marketing	2	8	8353	4	3	Yes	22.9	No	2	10	No
EMP1160	22	Marketing	1	0	5525	2	3	Yes	25.2	No	2	12	No
EMP1161	60	Sales	2	9	6837	4	2	Yes	16.6	No	4	6	No
EMP1162	24	Sales	1	1	4041	2	3	No	3.9	No	2	10	Yes
EMP1163	22	IT	1	0	5541	5	4	Yes	7.7	No	2	10	No
EMP1164	48	Sales	3	7	9705	5	4	Yes	8.4	No	3	16	No
EMP1165	60	Operations	4	24	12127	5	4	Yes	8.1	No	2	11	No
EMP1166	51	Engineering	3	14	12475	4	1	Yes	8.2	No	2	18	No
EMP1167	43	Finance	3	12	12410	4	2	No	5	No	2	16	No
EMP1168	43	Sales	2	7	7614	3	4	Yes	19.2	No	4	16	No
EMP1169	46	Operations	4	20	12780	4	1	Yes	7.5	No	3	19	No
EMP1170	45	Sales	4	20	12854	4	3	No	12.9	No	2	12	No
EMP1171	40	Engineering	4	13	16034	3	3	No	7	No	2	15	No
EMP1172	39	Sales	1	0	3774	3	4	No	25.4	No	2	17	No
EMP1173	37	Operations	4	12	10932	5	2	Yes	9.4	No	4	21	No
EMP1174	30	Operations	3	7	8461	3	3	No	8.3	No	3	12	No
EMP1175	35	Engineering	1	1	6007	3	3	No	22.3	No	2	17	No
EMP1176	22	Engineering	1	0	5372	2	3	No	14.3	No	2	18	Yes
EMP1177	37	Operations	2	5	6907	3	3	No	6.8	No	3	16	No
EMP1178	28	Operations	3	5	7697	4	2	Yes	9.6	No	3	14	No
EMP1179	26	Marketing	1	0	4333	2	2	No	15.8	No	2	19	Yes
EMP1180	39	IT	3	12	10943	4	3	Yes	3.7	No	2	17	No
EMP1181	51	Engineering	2	2	8328	4	3	No	13.1	No	3	18	No
EMP1182	47	Sales	5	17	14323	4	3	Yes	8.5	No	3	11	No
EMP1183	22	Sales	1	0	4644	5	4	Yes	8	No	3	15	No
EMP1184	28	Finance	1	1	5537	3	3	No	20.4	No	2	16	No
EMP1185	47	Engineering	2	4	8665	1	3	Yes	16.2	No	3	12	No
EMP1186	28	Sales	2	2	6397	5	4	No	7.7	No	4	14	No
EMP1187	35	Engineering	3	8	11662	2	3	Yes	17.5	No	2	6	Yes
EMP1188	43	Marketing	2	5	8776	5	3	No	28.4	No	2	11	No
EMP1189	28	Sales	3	5	8235	5	1	No	8.6	No	2	17	No
EMP1190	39	Sales	3	7	8762	5	3	Yes	3.1	Yes	2	12	Yes
EMP1191	24	IT	2	2	8419	5	2	No	17.5	No	4	16	No
EMP1192	31	Engineering	2	4	8451	1	3	Yes	13.6	No	3	23	No
EMP1193	41	Sales	5	17	14273	1	2	Yes	6.1	No	3	13	No
EMP1194	22	Finance	1	0	4680	3	3	No	2.7	No	1	13	No
EMP1195	42	Operations	3	13	9571	4	3	No	8.7	No	2	18	No
EMP1196	37	Marketing	4	14	12877	2	2	No	13.9	Yes	3	15	No
EMP1197	43	Engineering	2	9	9377	4	4	No	19.3	No	3	20	No
EMP1198	40	Operations	3	11	9064	1	3	No	9.4	No	3	14	No
EMP1199	51	HR	3	6	7829	4	2	No	2.2	No	3	18	No
EMP1200	39	Engineering	3	6	11498	3	3	No	17.4	No	3	18	No
EMP1201	33	Marketing	3	10	10883	3	3	No	5	No	4	8	No
EMP1202	39	Finance	3	12	12599	5	3	No	5.6	No	3	12	No
EMP1203	43	Marketing	4	14	11747	4	3	No	4	No	3	9	No
EMP1204	38	IT	3	6	11223	2	1	No	8.9	No	4	14	No
EMP1205	38	Marketing	3	5	9108	5	2	Yes	13.7	No	3	13	No
EMP1206	30	Operations	3	6	8289	3	4	No	2.2	No	1	17	No
EMP1207	31	Marketing	3	7	10251	4	2	No	9.2	No	2	13	No
EMP1208	23	Engineering	1	1	7343	4	4	Yes	19.1	No	3	19	No
EMP1209	55	Marketing	5	32	17638	4	3	No	17.7	No	3	18	No
EMP1210	25	Sales	2	3	6814	3	4	No	5.3	No	3	8	No
EMP1211	31	Sales	2	7	6893	4	2	Yes	7.5	No	3	13	No
EMP1212	30	Operations	1	2	4016	2	3	No	5.1	No	3	9	No
EMP1213	46	Finance	2	2	7493	3	2	No	10.6	No	3	10	No
EMP1214	35	Sales	2	4	6541	1	4	No	11.8	Yes	3	13	Yes
EMP1215	50	Engineering	2	2	8462	3	2	No	6.8	No	3	12	No
EMP1216	31	Sales	2	4	7610	3	3	No	10.3	No	3	22	No
EMP1217	40	Operations	4	14	11166	5	4	No	4.6	No	3	16	No
EMP1218	29	Sales	2	7	7627	3	2	No	17.7	No	2	15	No
EMP1219	59	Finance	4	16	14647	5	1	No	13.5	No	2	12	No
EMP1220	26	Marketing	1	1	5626	3	3	No	3.9	No	2	21	No
EMP1221	41	HR	1	1	3198	3	3	No	5.3	No	1	15	No
EMP1222	44	Engineering	3	11	12621	3	3	No	9.7	No	2	20	Yes
EMP1223	42	Engineering	3	15	13164	4	3	Yes	1.6	No	3	10	No
EMP1224	36	Operations	2	3	6280	4	1	Yes	6.8	No	2	23	No
EMP1225	36	Operations	2	8	7618	4	3	No	15.6	No	2	11	No
EMP1226	38	Finance	1	1	5589	4	2	No	6.9	No	3	20	No
EMP1227	36	Finance	2	11	9789	3	1	No	19.6	No	2	4	No
EMP1228	47	Sales	2	13	8335	3	2	Yes	15.5	No	2	14	No
EMP1229	60	Sales	4	10	11523	3	3	Yes	14.3	No	3	12	No
EMP1230	32	Operations	3	8	8918	1	3	No	14.1	No	3	9	No
EMP1231	24	Operations	2	2	6080	5	3	Yes	14.6	No	2	15	No
EMP1232	37	Finance	3	9	12031	2	4	No	5.5	No	3	15	No
EMP1233	60	Marketing	3	23	12987	2	3	No	1.7	No	2	20	Yes
EMP1234	29	Engineering	1	0	5970	4	2	No	6.5	No	4	17	No
EMP1235	54	Sales	3	24	11785	1	3	Yes	12.9	Yes	2	9	No
EMP1236	54	Finance	3	27	14190	4	4	No	16.1	No	3	14	Yes
EMP1237	32	IT	2	3	8975	5	1	No	7.1	No	4	14	No
EMP1238	43	Engineering	5	17	18956	3	4	No	8.2	No	3	18	Yes
EMP1239	54	Engineering	3	5	12003	5	3	No	9.3	Yes	2	19	No
EMP1240	34	Engineering	1	1	6062	3	3	Yes	1	No	3	17	Yes
EMP1241	35	Sales	1	2	4391	3	3	Yes	8.4	No	2	18	No
EMP1242	32	HR	2	7	7146	5	2	Yes	8.3	No	3	18	No
EMP1243	27	IT	2	2	8564	3	4	No	10.2	No	3	19	No
EMP1244	31	Operations	1	1	3858	3	4	No	11.9	No	2	14	No
EMP1245	25	Operations	1	1	4776	4	4	Yes	4.7	No	3	17	No
EMP1246	38	Marketing	3	13	11708	3	2	No	8.6	Yes	3	13	No
EMP1247	30	HR	2	2	5903	3	3	No	8.9	No	3	14	No
EMP1248	40	IT	3	15	13473	4	3	Yes	20.1	No	2	18	No
EMP1249	22	Engineering	1	0	6383	4	3	No	8.6	No	3	11	No
EMP1250	41	IT	1	0	5220	4	3	No	12	No	2	11	No
EMP1251	46	Operations	3	11	9421	4	4	No	2.3	No	2	12	No
EMP1252	22	Engineering	1	0	5114	3	2	Yes	3.6	No	2	17	No
EMP1253	41	HR	3	13	9327	3	3	No	7.8	No	3	9	No
EMP1254	50	Engineering	5	18	17787	5	3	Yes	29.3	No	3	17	No
EMP1255	25	Sales	1	1	4746	4	3	No	9.7	No	4	15	No
EMP1256	54	Engineering	3	18	13838	2	2	Yes	4.1	No	3	15	No
EMP1257	42	Operations	2	8	6785	4	3	No	3.9	No	3	13	No
EMP1258	30	Operations	3	6	9305	3	3	No	3.4	No	2	13	No
EMP1259	37	Engineering	3	13	12289	1	3	No	6.2	No	2	18	No
EMP1260	43	Engineering	2	4	7930	3	2	No	5.3	No	3	15	No
EMP1261	38	Marketing	2	8	8185	5	4	No	4	No	2	11	No
EMP1262	43	Engineering	3	20	14482	3	4	Yes	10.2	Yes	2	10	No
EMP1263	28	HR	3	6	8089	5	4	No	4.9	No	2	22	No
EMP1264	39	Finance	2	8	8603	2	3	Yes	1.4	No	3	15	Yes
EMP1265	23	HR	1	1	3325	3	3	No	12	No	3	21	No
EMP1266	36	Sales	2	8	7214	1	3	No	3.1	No	2	22	No
EMP1267	28	HR	1	0	3428	2	4	No	25.8	No	3	23	No
EMP1268	30	Engineering	2	5	9271	3	3	Yes	12.4	No	2	15	No
EMP1269	50	Engineering	5	17	18314	3	2	No	2.5	No	3	19	No
EMP1270	48	Engineering	3	7	11375	3	3	No	9.6	No	3	18	No
EMP1271	44	Engineering	5	20	18436	2	2	Yes	8.2	No	4	13	No
EMP1272	27	Operations	2	2	6903	3	3	No	21	No	2	17	No
EMP1273	34	Finance	1	1	5437	2	3	Yes	4.7	No	3	10	No
EMP1274	50	Finance	4	23	15324	4	3	Yes	26.7	Yes	3	21	No
EMP1275	39	HR	3	8	8493	5	3	No	7.4	No	3	13	No
EMP1276	60	Sales	2	3	6045	4	4	Yes	5.1	No	2	20	No
EMP1277	41	Engineering	1	1	6624	3	3	No	3.2	No	3	11	No
EMP1278	39	Operations	3	13	9303	5	3	Yes	26.8	No	2	18	No
EMP1279	34	Engineering	4	12	14420	4	2	Yes	10.1	No	3	13	No
EMP1280	39	Marketing	1	1	5418	2	2	No	4.1	No	2	16	Yes
EMP1281	36	Sales	1	1	4406	4	2	Yes	2.1	No	3	19	Yes
EMP1282	45	IT	4	21	15472	5	2	No	14.3	No	2	15	No
EMP1283	47	IT	3	6	11376	2	3	No	3.5	No	3	18	No
EMP1284	30	Sales	2	5	7575	3	2	Yes	7.8	No	1	13	Yes
EMP1285	24	Finance	1	1	5444	3	3	No	6.4	Yes	2	9	No
EMP1286	22	Sales	1	0	4017	2	2	No	6.2	No	1	17	No
EMP1287	43	Marketing	2	3	6327	3	3	No	8.3	No	2	12	No
EMP1288	26	Sales	2	2	5874	4	2	No	21.4	Yes	1	23	No
EMP1289	22	Sales	1	0	4258	3	2	Yes	12.4	No	2	19	No
EMP1290	41	Sales	3	12	9246	3	3	No	5	No	1	12	No
EMP1291	60	IT	5	19	17580	3	3	Yes	4	No	2	15	No
EMP1292	37	Operations	2	4	7444	4	2	No	11.4	No	2	20	No
EMP1293	46	Sales	3	22	12015	5	2	Yes	26.3	No	2	14	Yes
EMP1294	38	Marketing	1	1	4740	4	2	No	30.1	No	2	17	No
EMP1295	37	Sales	3	7	9219	4	3	No	14.4	No	3	13	No
EMP1296	47	Engineering	4	18	15359	3	3	Yes	3	No	2	13	No
EMP1297	35	Operations	3	8	9541	5	3	No	2	No	3	10	No
EMP1298	40	Sales	2	3	6785	3	3	Yes	12.1	No	2	8	No
EMP1299	41	Marketing	3	15	11775	5	2	No	5.5	No	2	17	Yes
EMP1300	31	Engineering	1	2	5906	4	3	Yes	4.7	No	3	16	No
EMP1301	47	Sales	2	9	8450	4	3	No	9.3	No	3	23	No
EMP1302	36	HR	2	5	6130	3	3	No	14.5	No	2	23	No
EMP1303	30	IT	3	8	10757	4	3	No	8	No	2	9	No
EMP1304	43	Operations	2	6	6693	2	3	No	3.5	Yes	3	19	No
EMP1305	29	Sales	2	3	6406	3	2	Yes	28.1	No	4	13	No
EMP1306	38	Operations	2	3	6832	4	3	No	8.7	No	3	16	No
EMP1307	37	IT	2	2	8109	5	2	No	4.1	No	4	12	Yes
EMP1308	48	Engineering	3	18	13768	4	3	Yes	19.1	No	2	12	Yes
EMP1309	42	Engineering	3	11	12108	3	3	No	11.4	No	2	12	No
EMP1310	37	Sales	2	13	7827	4	3	No	9.7	No	2	16	No
EMP1311	46	Engineering	3	12	12600	4	3	Yes	5.6	No	3	9	No
EMP1312	51	Finance	4	24	15965	2	3	No	12.9	Yes	2	9	No
EMP1313	43	Engineering	2	3	8069	5	2	No	5.6	No	3	14	No
EMP1314	38	Sales	2	9	8111	5	3	No	13.5	Yes	4	15	No
EMP1315	24	Engineering	1	0	6468	3	4	No	2.9	No	3	12	No
EMP1316	27	HR	2	5	6197	1	4	No	3.9	No	3	12	No
EMP1317	34	Marketing	2	4	7504	5	3	Yes	11.2	No	2	12	No
EMP1318	31	Finance	1	0	4175	2	4	No	10.1	No	3	14	No
EMP1319	36	Sales	1	1	5551	4	1	Yes	5.3	No	3	8	No
EMP1320	38	HR	3	10	8539	3	3	No	9.6	No	3	19	No
EMP1321	43	Engineering	3	14	13441	5	2	No	11.8	Yes	3	10	No
EMP1322	37	IT	1	4	6097	5	2	Yes	21.3	No	2	8	Yes
EMP1323	42	Engineering	3	6	11701	4	3	No	12.5	No	3	14	No
EMP1324	38	Sales	3	5	9111	2	3	No	1.4	No	2	17	No
EMP1325	22	Sales	1	0	4270	4	3	No	22.7	No	3	11	Yes
EMP1326	28	Engineering	1	1	5367	4	3	No	10.4	No	4	17	No
EMP1327	36	Sales	1	1	4587	2	3	No	10.6	No	3	17	No
EMP1328	25	Marketing	2	2	6592	4	2	No	8.3	Yes	2	13	Yes
EMP1329	43	Operations	1	0	3768	2	3	No	6.1	Yes	2	14	No
EMP1330	53	Engineering	5	24	18884	3	1	Yes	26	Yes	4	12	Yes
EMP1331	50	Marketing	3	25	12789	3	3	No	10	Yes	2	17	No
EMP1332	35	Finance	3	10	11078	4	2	No	6.3	No	3	15	Yes
EMP1333	52	Engineering	4	19	15440	3	3	Yes	12.4	Yes	3	11	No
EMP1334	39	Sales	2	4	6993	4	2	Yes	2.6	No	3	10	No
EMP1335	34	Sales	3	6	9326	3	3	No	22.2	No	4	19	No
EMP1336	31	Operations	1	0	3506	4	4	No	11.1	No	3	7	No
EMP1337	34	Operations	2	2	6189	3	2	No	11.8	No	3	15	No
EMP1338	34	Sales	2	2	6976	3	3	No	16.2	No	3	19	No
EMP1339	39	Sales	1	1	4700	4	2	No	2.4	No	3	15	No
EMP1340	39	Operations	2	4	5874	2	3	Yes	5.5	No	3	19	No
EMP1341	38	HR	4	16	11319	2	3	No	11.2	Yes	4	22	No
EMP1342	42	Operations	5	17	13469	5	3	Yes	7.9	No	4	16	No
EMP1343	49	Sales	1	0	4575	3	1	Yes	7.1	No	3	25	No
EMP1344	47	IT	3	14	12558	3	3	No	5.5	No	4	12	No
EMP1345	23	Operations	1	1	3340	4	3	No	4.7	No	2	10	No
EMP1346	22	Sales	1	0	4413	3	3	No	3.1	No	3	13	No
EMP1347	47	Marketing	3	8	10675	4	3	No	3.2	No	3	20	No
EMP1348	24	Sales	2	2	7318	2	4	Yes	11.2	No	2	20	No
EMP1349	35	Engineering	3	6	12197	4	3	Yes	25.9	No	4	14	No
EMP1350	26	Finance	1	4	6112	2	3	Yes	4.5	No	4	11	No
EMP1351	22	Engineering	1	0	6345	4	2	Yes	4.3	No	1	16	No
EMP1352	43	Finance	2	12	9771	3	2	No	27.9	Yes	3	13	No
EMP1353	45	Sales	3	18	10683	4	3	No	15.3	No	2	15	No
EMP1354	32	Finance	3	7	11524	2	4	Yes	7.5	Yes	2	10	No
EMP1355	22	Engineering	1	0	5676	3	2	No	11.7	No	2	13	Yes
EMP1356	32	Operations	3	9	8856	4	2	No	26.7	No	2	9	No
EMP1357	41	Sales	4	19	13201	4	3	No	6.5	No	3	16	No
EMP1358	23	Engineering	1	0	5541	5	4	Yes	9.7	No	3	11	No
EMP1359	39	HR	3	13	8482	3	3	No	10.4	No	3	16	No
EMP1360	37	Engineering	3	5	11064	3	2	Yes	4.7	No	3	12	No
EMP1361	43	Engineering	3	20	14022	1	1	Yes	12.1	No	3	21	No
EMP1362	39	Engineering	4	11	15966	5	4	Yes	2.5	No	2	13	No
EMP1363	28	IT	1	2	6698	2	3	No	8.2	No	3	18	No
EMP1364	49	Sales	4	22	13591	5	2	Yes	4.4	Yes	3	12	No
EMP1365	36	Operations	3	6	9242	4	3	No	25.8	No	2	12	No
EMP1366	37	Marketing	1	0	5144	5	3	No	6.3	No	2	15	No
EMP1367	28	Engineering	1	1	5841	3	3	No	19.5	No	3	23	No
EMP1368	33	Marketing	3	6	9869	3	4	Yes	12.7	No	3	16	No
EMP1369	29	Operations	3	7	8476	2	2	No	7.6	No	2	14	Yes
EMP1370	36	HR	1	3	3968	3	4	No	13.2	Yes	3	27	No
EMP1371	55	Operations	3	10	8955	5	4	No	9.9	No	3	18	No
EMP1372	24	Sales	1	1	3870	4	1	No	12.4	No	2	14	No
EMP1373	22	Finance	1	0	5338	3	1	No	2.7	No	2	15	No
EMP1374	52	Engineering	3	15	13001	3	3	Yes	4.7	No	2	17	No
EMP1375	35	Engineering	2	2	8613	4	1	No	1.7	No	2	18	No
EMP1376	31	Marketing	3	6	10741	4	3	No	28.7	No	4	16	No
EMP1377	48	HR	4	26	12800	3	3	No	19	No	4	14	No
EMP1378	31	Engineering	2	2	9582	3	3	No	9.7	No	2	18	No
EMP1379	56	Engineering	4	10	14013	4	4	Yes	7	No	2	14	No
EMP1380	44	Marketing	4	15	13688	3	4	No	1	No	2	16	No
EMP1381	33	HR	2	6	6606	5	2	Yes	4.6	No	2	12	No
EMP1382	59	Engineering	4	11	14801	3	3	Yes	2.7	No	2	15	No
EMP1383	31	Sales	3	7	8487	3	3	Yes	5.9	No	2	19	No
EMP1384	45	Operations	2	2	6350	4	3	No	10.1	No	2	9	No
EMP1385	40	Operations	1	1	5487	3	3	Yes	5.1	No	4	16	No
EMP1386	51	Sales	4	27	14170	2	4	Yes	4.4	No	3	19	No
EMP1387	53	Engineering	3	5	11526	5	3	No	6.7	No	2	15	No
EMP1388	38	Sales	5	15	14024	4	3	Yes	12.4	No	3	12	No
EMP1389	30	Operations	2	3	6624	3	4	No	3.5	No	2	19	No
EMP1390	42	Operations	4	14	12121	3	3	No	5	No	2	13	No
EMP1391	31	Sales	1	1	4465	3	2	No	8.8	No	3	19	Yes
EMP1392	58	Operations	5	19	13862	4	2	No	5.2	No	3	12	No
EMP1393	39	Sales	5	17	14252	3	1	Yes	16	No	3	17	No
EMP1394	34	Engineering	1	1	5922	3	2	No	2.3	No	2	13	No
EMP1395	39	IT	1	1	6048	4	3	No	3.4	No	2	21	No
EMP1396	24	Operations	1	0	4965	2	1	No	2.6	No	2	11	No
EMP1397	28	Operations	1	3	4323	4	2	No	5.1	No	2	17	No
EMP1398	50	HR	1	1	4334	3	2	No	5.5	Yes	2	14	No
EMP1399	31	Engineering	3	8	12201	3	3	Yes	8.5	No	2	14	No
EMP1400	27	Operations	1	0	4195	5	1	No	2.9	No	1	5	No
EMP1401	43	Finance	3	15	12365	4	3	No	3.8	No	2	26	No
EMP1402	49	Engineering	4	10	14893	3	4	No	4.8	No	2	17	No
EMP1403	45	HR	3	22	10042	4	2	No	2.3	No	2	24	No
EMP1404	47	Operations	2	5	6599	4	2	No	4.3	No	4	18	No
EMP1405	30	IT	1	2	6092	5	2	No	6	No	3	19	No
EMP1406	23	Finance	1	1	5125	4	2	No	4.9	No	3	20	No
EMP1407	53	Finance	3	11	11579	4	2	No	17.4	Yes	3	15	Yes
EMP1408	34	Sales	3	6	8986	4	2	No	22.8	No	2	9	No
EMP1409	35	Marketing	1	0	6011	1	3	No	33.7	No	3	11	No
EMP1410	51	Finance	2	8	8487	4	3	No	1.7	No	3	17	No
EMP1411	43	Sales	5	19	15050	4	3	No	8.9	No	2	24	No
EMP1412	42	Operations	3	5	8546	3	4	No	1.8	No	3	16	No
EMP1413	59	IT	4	10	14776	4	3	No	32.8	No	2	6	No
EMP1414	31	Sales	2	2	6199	5	4	No	11.2	No	2	15	No
EMP1415	47	Operations	2	3	5388	2	3	Yes	13	No	2	9	Yes
EMP1416	38	Finance	3	9	11196	3	3	No	13.8	Yes	4	20	No
EMP1417	40	Marketing	4	18	14085	2	3	No	15	No	2	19	No
EMP1418	53	Operations	4	28	13279	3	3	No	3.2	No	3	16	No
EMP1419	43	Engineering	3	5	11476	4	3	Yes	3.9	Yes	3	15	No
EMP1420	43	Operations	1	0	5187	3	3	No	10.4	No	4	15	No
EMP1421	48	Engineering	2	7	9086	2	3	No	9.6	No	3	21	No
EMP1422	34	Operations	2	7	7392	3	3	No	10.5	No	2	16	No
EMP1423	29	HR	1	0	3509	5	3	No	1.2	No	4	11	Yes
EMP1424	27	Sales	3	5	9425	4	2	Yes	8.2	No	2	8	Yes
EMP1425	22	Engineering	1	0	5965	5	2	No	15	No	3	12	No
EMP1426	58	Sales	3	16	10744	4	4	Yes	3	No	4	26	No
EMP1427	26	Sales	2	2	6278	3	4	No	9.3	No	2	12	No
EMP1428	35	Sales	1	0	4547	4	2	No	6.3	No	3	20	No
EMP1429	35	Operations	3	12	9444	4	2	No	10.1	No	2	14	No
EMP1430	41	Operations	2	2	5473	4	4	No	9	No	3	16	No
EMP1431	46	IT	1	1	5703	3	3	No	20	No	2	17	No
EMP1432	46	Operations	2	2	6313	3	1	No	6.3	No	2	16	No
EMP1433	32	Operations	2	8	6703	4	2	No	7.9	No	2	17	No
EMP1434	36	Sales	3	10	9687	4	3	No	10.2	No	2	12	No
EMP1435	40	Operations	3	15	9717	3	1	No	1.7	No	4	18	No
EMP1436	35	Operations	3	7	8907	3	3	Yes	8.6	No	3	12	No
EMP1437	54	Sales	4	20	12815	4	3	Yes	1	No	2	14	No
EMP1438	42	Finance	3	11	12740	4	3	No	15.4	No	3	17	No
EMP1439	45	HR	2	11	6265	3	2	No	20.5	No	3	16	No
EMP1440	44	IT	1	0	5403	3	4	No	4.3	No	3	18	No
EMP1441	49	Finance	4	19	15289	5	2	No	17.9	No	3	21	No
EMP1442	39	IT	2	7	9262	4	3	Yes	25.8	No	2	19	No
EMP1443	25	Sales	1	0	4718	3	2	Yes	20	No	4	14	No
EMP1444	41	Sales	4	19	11146	3	2	No	6.2	No	3	11	No
EMP1445	31	IT	2	5	8778	3	3	No	2.7	Yes	3	5	No
EMP1446	32	Sales	3	6	9003	4	2	Yes	22.9	No	2	11	No
EMP1447	43	Engineering	2	8	9904	4	3	No	6.5	No	3	17	No
EMP1448	50	Marketing	4	16	13577	5	1	No	20.6	Yes	3	13	No
EMP1449	38	Operations	2	9	7236	2	3	No	2.5	No	2	11	Yes
EMP1450	41	Engineering	2	3	8798	2	2	No	8.4	No	3	14	No
EMP1451	55	Sales	4	21	12420	4	4	No	11	No	3	19	No
EMP1452	40	HR	3	6	8272	3	3	No	7.4	No	2	21	No
EMP1453	60	HR	2	6	6438	4	3	No	5.8	No	3	10	No
EMP1454	43	Engineering	2	7	9234	4	3	No	5.3	No	3	10	No
EMP1455	22	Operations	1	0	4193	3	3	No	37.3	No	3	12	No
EMP1456	45	Finance	3	23	13170	5	2	No	6	Yes	2	11	No
EMP1457	41	Operations	2	7	6206	4	4	No	7.3	No	3	12	No
EMP1458	50	Sales	3	15	10678	3	3	No	1	No	2	17	No
EMP1459	44	Finance	2	11	10285	3	4	No	8	No	3	21	No
EMP1460	36	IT	3	14	12678	4	3	No	15.1	No	2	13	No
EMP1461	25	Marketing	2	3	7597	3	2	Yes	8.1	No	2	14	No
EMP1462	35	Sales	3	5	9599	3	3	No	10.6	No	2	10	No
